Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
"Aquisição de serviços de comunicações móveis e fixas, internet e televisão";Concurso público;Aquisição de serviços;50334400-9;Principal;Serviços de manutenção de sistemas de comunicações;82630.87 € ;Municipio de Idanha-a-Nova (501121030);"MEO-Serviços de Comunicações e Multimédia, S.A. (504615947)";"82.630,87 €";01-09-2023;01-09-2023;1095 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQwMTc5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Prestação de Serviços de Transporte Escolar (Circuito de Fratel), dos alunos do pré-escolar, 1.º, 2º e 3.º Ciclo do Ensino Básico do concelho de Vila Velha de Ródão";Consulta Prévia;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;45648.0 € ;Município de Vila Velha de Ródão (506642798);"Transdev Interior, S.a. (500148775)";"45.648,00 €";01-09-2023;29-08-2023;304 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY1MDcx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviço, por LOTES, para o transporte aos alunos da educação pré-escolar, do ensino básico e do ensino secundário";Concurso público;Aquisição de serviços;60120000-5;Principal;Serviços de táxis;24333.12 € ;Municipio de Idanha-a-Nova (501121030);"Elisabete Gouveia, Unipessoal Lda. (515481327)";"24.333,12 €";01-09-2023;01-09-2023;360 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjE4NDcz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviço, por LOTES, para o transporte aos alunos da educação pré-escolar, do ensino básico e do ensino secundário";Concurso público;Aquisição de serviços;60120000-5;Principal;Serviços de táxis;21248.64 € ;Municipio de Idanha-a-Nova (501121030);"Sociedade de Transportes, Automoveis Penhagarciense,Lda. (500487715)";"21.248,64 €";01-09-2023;01-09-2023;360 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjE4NDcz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Atuação do Grupo Musical Função Públika – Festival do Borrego Escalos de Baixo;Ajuste Direto Regime Geral;Aquisição de serviços;92000000-1;Principal;"Serviços recreativos, culturais e desportivos";16150.0 € ;Município de Castelo Branco (501143530);Trazmúsica Espectáculos Unipessoal Lda.  (503916820);"16.150,00 €";01-09-2023;31-08-2023;1 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Conceção e produção / impressão de agendas escolares 2023/2024;Ajuste Direto Regime Geral;Aquisição de bens móveis;22817000-0;Principal;Agendas e planificadores pessoais;9192.0 € ;Município de Castelo Branco (501143530);"Sersilito - Empresa Gráfica, Lda (503151017)";"9.192,00 €";01-09-2023;30-08-2023;15 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY2NDkz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IPCB-2023CPR06 – Equipamentos para combate a incêndio;Consulta Prévia;Aquisição de bens móveis;35111000-5;Principal;Equipamento de combate a incêndios;5845.75 € ;Instituto Politécnico de Castelo Branco (504152980);"Interfire, Lda (509033237)";"5.845,75 €";01-09-2023;01-09-2023;60 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IPCB-2023CPR06 – Equipamentos para combate a incêndio;Consulta Prévia;Aquisição de bens móveis;35111000-5;Principal;Equipamento de combate a incêndios;369.98 € ;Instituto Politécnico de Castelo Branco (504152980);"Albi Europa - Tratores e Automóveis, Lda (502205997)";"369,98 €";01-09-2023;01-09-2023;60 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE SERVIÇOS DE MANUTENÇÃO DOS RELVADOS DOS CAMPOS 1 E 2 DO COMPLEXO DESPORTIVO DA COVILHÃ  -  PROC.N. 155/2023;Ajuste Direto Regime Geral;Aquisição de serviços;77320000-9;Principal;Serviços de manutenção de campos de desporto;9965.0 € ;Município da Covilhã (505330768);"MOTA-ENGIL ATIV - GESTÃO E MANUTENÇÃO DE ATIVOS, S.A. (503171565)";"9.965,00 €";01-09-2023;30-08-2023;8 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2493071;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
 Aquisição de mercearias e outros produtos alimentares para o refeitório escolar - Ano letivo de 2023/2024;Concurso público;Aquisição de bens móveis;03142500-3;Principal;Ovos;2963.3 € ;Município de Proença-a-Nova (505377802);Adelina Farinha Ribeiro Martinho Cardoso;"2.963,30 €";01-09-2023;01-09-2023;335 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQyNDgw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Desenvolvimento da Programação Cultural do Município do Fundão;Consulta Prévia;Aquisição de serviços;92300000-4;Principal;Serviços recreativos;54000.0 € ;Município do Fundão (506215695);TRANS HÚMUS - Estratégias Criativas para a Dinamização Rural (517187230);"54.000,00 €";31-08-2023;30-08-2023;1096 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2487052;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços para o tratamento conversativo dos painéis azulares da Freguesia da Zebreira, no âmbito do orçamento participativo - Ano 2022 - Proposta n.º 16";Ajuste Direto Regime Geral;Aquisição de serviços;98350000-1;Principal;Serviços relacionados com instalações públicas;12195.12 € ;Municipio de Idanha-a-Nova (501121030);Inês Isabel Florindo Lopes;"12.195,12 €";31-08-2023;31-08-2023;180 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjYzMzY0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 31/2023 - Aquisição de serviços de apoio à exploração e ao encerramento da conta de gerência 2022 no sistema SIAG-AP para a Universidade da Beira Interior;Ajuste Direto Regime Geral;Aquisição de serviços;72600000-6;Principal;Serviços de consultoria e assistência informáticas;19950.0 € ;Universidade da Beira Interior (502083514);"SIAG - Sistemas Integrados de Apoio à Gestão, S.A. (501492542)";"19.950,00 €";31-08-2023;30-08-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;22-09-2023;"19.950,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ4NDgz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concurso Publico para a aquisição de serviços fornecimento do projeto de reabilitação do conjunto edificado na Rua 6 de Setembro;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";22660.0 € ;Município da Covilhã (505330768);"Go Walk, Lda (513702466)";"22.660,00 €";31-08-2023;31-08-2023;180 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2440749;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
OA024223 - Aquisição de serviços de manutenção e assistência técnica aos terminais e software do sistema RITT;Ajuste Direto Regime Geral;Aquisição de serviços;50323000-5;Principal;Manutenção e reparação de periféricos;29760.31 € ;Banco de Portugal (500792771);"Elo - Sistemas de Informação, Lda. (503258601)";"29.760,31 €";30-08-2023;28-08-2023;1095 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Lisboa, Alenquer<BR/>Portugal, Porto, Porto<BR/>Portugal, Castelo Branco, Castelo Branco<BR/>Portugal, Região Autónoma dos Açores, Ponta Delgada<BR/>Portugal, Viseu, Viseu<BR/>Portugal, Braga, Braga<BR/>Portugal, Coimbra, Coimbra<BR/>Portugal, Évora, Évora<BR/>Portugal, Região Autónoma da Madeira, Funchal<BR/>Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2469352;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de vigilância e segurança para o mês de agosto de 2023;Ajuste Direto Regime Geral;Aquisição de serviços;79710000-4;Principal;Serviços de segurança;34963.15 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"2045 - Empresa de Segurança, S.A.  (502332905)";"34.963,15 €";30-08-2023;28-08-2023;31 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2500345;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Fixador Externo Circular ;Ajuste Direto Regime Geral;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;27378.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"MBA PORTUGAL, S.A. (504445960)";"27.378,00 €";30-08-2023;28-08-2023;15 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2511448;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de material para prótese do ombro;Ajuste Direto Regime Geral;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;5140.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"LUSOPALEX, UNIPESSOAL,LDA (503531588)";"5.140,00 €";30-08-2023;17-08-2023;15 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2511344;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de material para revisão de prótese do joelho attune;Ajuste Direto Regime Geral;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;18929.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"JOHNSON & JOHNSON, LDA (500153370)";"18.929,00 €";30-08-2023;28-08-2023;15 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2511343;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de seringas pré-heparinizadas para gasimetrias;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;43990.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"SMITHS MEDICAL PORTUGAL UNIPESSOAL, LDA (507445937)";"43.990,00 €";30-08-2023;28-08-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2473362;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Requalificação de Parques em Escolas;Consulta Prévia;Empreitadas de obras públicas;45000000-7;Principal;Construção;37002.0 € ;União das Freguesias de Covilhã e Canhoso (510836305);"CRP, LDA (504531042)";"37.002,00 €";30-08-2023;18-08-2023;45 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Serviços de máquina buldózer, com operador, para limpeza/regularização de caminhos florestais e agrícolas";Consulta Prévia;Aquisição de serviços;77200000-2;Principal;Serviços florestais;9450.0 € ;Município de Proença-a-Nova (505377802);Rui e Norberto Lda (513292349);"9.450,00 €";30-08-2023;24-08-2023;60 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MDQ4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Serviços de máquina buldózer, com operador, para limpeza/regularização de caminhos florestais e agrícolas";Consulta Prévia;Aquisição de serviços;77200000-2;Principal;Serviços florestais;9450.0 € ;Município de Proença-a-Nova (505377802);Armindo Mendonça Tomé;"9.450,00 €";30-08-2023;23-08-2023;60 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MDQ4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Serviços de máquina buldózer, com operador, para limpeza/regularização de caminhos florestais e agrícolas";Consulta Prévia;Aquisição de serviços;77200000-2;Principal;Serviços florestais;9450.0 € ;Município de Proença-a-Nova (505377802);"Américo R. Rolo - Construções, Lda (505713071)";"9.450,00 €";30-08-2023;24-08-2023;60 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MDQ4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de aluguer de equipamentos de luz, som e backstage para a Feira Internacional de Artesanato, Design e Outras Artes 2023";Consulta Prévia;Aquisição de serviços;92370000-5;Principal;Técnico de som;15000.0 € ;Município da Covilhã (505330768);"RM Audiovisuais Unipessoal, Lda (517028557)";"15.000,00 €";30-08-2023;29-08-2023;4 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Elaboração do Plano de Urbanização (PU) de Proença-a-Nova e da respetiva Avaliação Ambiental Estratégica (AAE);Consulta Prévia;Aquisição de serviços;79421000-1;Principal;"Serviços de gestão de projectos, excepto projectos de construção";52400.0 € ;Município de Proença-a-Nova (505377802);"Enaque - Engenharia e Arquitectura, Lda (501906029)";"52.400,00 €";30-08-2023;25-08-2023;550 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjU5Mzcw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
EMPREITADA DE OBRAS DE REQUALIFICAÇÃO E CONSTRUÇÃO DE PARQUES INFANTIS NAS FREGUESIAS DO CONCELHO DA COVILHÃ. - PROCº 131/2023;Consulta Prévia;Empreitadas de obras públicas;45453100-8;Principal;Obras de recuperação;149377.0 € ;Município da Covilhã (505330768);"CRP, LDA (504531042)";"149.377,00 €";29-08-2023;28-08-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2448162;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
 Aquisição de frutas e legumes para o refeitório escolar - Ano letivo de 2023/2024;Concurso público;Aquisição de bens móveis;15300000-1;Principal;"Fruta, produtos hortícolas e produtos afins";45300.8 € ;Município de Proença-a-Nova (505377802);Adelina Farinha Ribeiro Martinho Cardoso;"45.300,80 €";29-08-2023;28-08-2023;335 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQzOTEy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 39/2023 - Prestação de Serviços para Elaboração de Projeto de Reabilitação da Cantina de Santo António ;Ajuste Direto Regime Geral;Aquisição de serviços;71200000-0;Principal;Serviços de arquitectura e afins;9500.0 € ;Universidade da Beira Interior (502083514);"SOPSEC - Sociedade de Prestação de Serviços de Engenharia Civil, S.A. (501993339)";"9.500,00 €";29-08-2023;28-08-2023;95 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MzQ0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 40/2023 - Licenciamento do software SPSS;Ajuste Direto Regime Geral;Aquisição de bens móveis;48190000-6;Principal;Pacote de software para ensino;5463.0 € ;Universidade da Beira Interior (502083514);"PSE - Produtos e Serviços de Estatística , Lda (503323390)";"5.463,00 €";29-08-2023;28-08-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MzU1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"CPr 35/2023 - Aquisição de Serviços de Revisão de projeto, gestão, fiscalização e coordenação de segurança em obra da empreitada de Residência I";Consulta Prévia;Aquisição de serviços;71000000-8;Principal;"Serviços de arquitectura, construção, engenharia e inspecção";74420.0 € ;Universidade da Beira Interior (502083514);"Vitor Hugo - Coordenação e Gestão de Projectos, SA (503040630)";"74.420,00 €";29-08-2023;28-08-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjU5NTYx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de leite escolar - Ano letivo de 2023/2024 ;Consulta Prévia;Aquisição de bens móveis;15511210-8;Principal;Leite do tipo UHT;7069.0 € ;Município de Proença-a-Nova (505377802);"Lactogal-Produtos Alimentares, SA (503183997)";"7.069,00 €";29-08-2023;22-08-2023;335 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjU5MzI0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de uma viatura ligeira 5 lugares 4x4;Consulta Prévia;Aquisição de bens móveis;34113000-2;Principal;Veículos automóveis com tracção às quatro rodas;21951.0 € ;Município de Proença-a-Nova (505377802);Litocar Distribuição Automóvel S.A. (501295895);"21.951,00 €";29-08-2023;29-08-2023;30 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUyMTc0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Contratação de seguros;Concurso público;Aquisição de serviços;66516000-0 | 66514110-0 | 66512100-3;Suplementar | Principal | Suplementar;Serviços de seguros de responsabilidade civil | Serviços de seguro automóvel | Serviços de seguros de acidentes;10000.0 €  | 51851.96 €  | 5985.4 € ;Município de Proença-a-Nova (505377802);"Fidelidade Companhia de Seguros, S.A. (500918880)";"67.837,36 €";29-08-2023;18-08-2023;731 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwODA0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Contratação de seguros;Concurso público;Aquisição de serviços;66517300-0 | 66512100-3;Suplementar | Principal;Serviços de seguros de gestão de riscos | Serviços de seguros de acidentes;8404.28 €  | 15301.4 € ;Município de Proença-a-Nova (505377802);"GENERALI SEGUROS, SA (500940231)";"23.705,68 €";29-08-2023;21-08-2023;731 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwODA0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de kit de andaimes multidirecionais certificados ;Consulta Prévia;Aquisição de bens móveis;44212310-5;Principal;Andaimes;12001.98 € ;Município de Proença-a-Nova (505377802);Materiais de Construção Estrela de Santo Amaro Lda (500577080);"12.001,98 €";29-08-2023;21-08-2023;60 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;02-09-2023;"12.001,98 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ3MjQ5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espectáculo de Cláudia Pascoal e Sara Correia;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;12500.0 € ;Município da Covilhã (505330768);"Universal Music Portugal, S.A. (503501999)";"12.500,00 €";29-08-2023;28-08-2023;2 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
 Aquisição de carnes diversas para o refeitório escolar - Ano letivo de 2023/2024;Concurso público;Aquisição de bens móveis;15100000-9;Principal;"Produtos de origem animal, carne e produtos à base de carne";54332.4 € ;Município de Proença-a-Nova (505377802);"AVILUDO - Indústria e Comércio de Produtos Alimentares, S.A. (501476180)";"54.332,40 €";29-08-2023;18-08-2023;335 dias;"Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQyMTU0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
