Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de serviços de espetáculo da Brigada Víctor Jara;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;5850.0 € ;Município da Covilhã (505330768);"Brigada Vctor Jara de Produção Musical, CRL (501403655)";"5.850,00 €";19-04-2023;19-04-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;21-06-2023;"5.850,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de Serviços de Impressão Gráfica;Ajuste Direto Regime Geral;Aquisição de serviços;79800000-2;Principal;Serviços de impressão e afins;2040.0 € ;"Escola Secundária Campos de Melo, Covilhã (600017753)";LETRASAOMILIMETRO UNIPESSOAL LDA (516306740);"2.040,00 €";19-04-2023;10-04-2023;296 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Serviços de Limpeza, Reparação e Substituição de Infraestruturas Elétricas ";Ajuste Direto Regime Geral;Aquisição de serviços;50710000-5;Principal;Serviços de reparação e manutenção de equipamento eléctrico e mecânico em edifícios;11410.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"EGSIT - Empresa Global de Serviços Técnicos, Lda (507684966)";"11.410,00 €";19-04-2023;18-04-2023;256 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Seguros para o ano 2023;Consulta Prévia;Aquisição de serviços;66515200-5;Principal;Serviços de seguros de bens;5300.0 € ;Inovinter (504797956);Caravela Companhia de Seguros SA (503640549);"5.300,00 €";18-04-2023;31-03-2023;275 dias;"Portugal, Guarda, Guarda<BR/>Portugal, Castelo Branco, Castelo Branco<BR/>Portugal, Lisboa, Lisboa<BR/>Portugal, Porto, Porto<BR/>Portugal, Coimbra, Coimbra<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Évora, Vendas Novas<BR/>Portugal, Évora, Vila Viçosa<BR/>Portugal, Viana do Castelo, Viana do Castelo<BR/>Portugal, Braga, Braga<BR/>Portugal, Beja, Beja<BR/>Portugal, Beja, Moura<BR/>Portugal, Faro, Vila Real Sto Antonio";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www2.compraspt.com/cpt-inovinter/faces/app/pap/listaDocs.jsp?papId=1211;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Seguros para o ano 2023;Consulta Prévia;Aquisição de serviços;66512100-3;Principal;Serviços de seguros de acidentes;25000.0 € ;Inovinter (504797956);"Mutua dos Pescadores - Mutua de seguros, CRL (500726477)";"25.000,00 €";18-04-2023;13-04-2023;275 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Coimbra, Coimbra<BR/>Portugal, Viana do Castelo, Viana do Castelo<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Guarda, Guarda<BR/>Portugal, Braga, Braga<BR/>Portugal, Beja, Beja<BR/>Portugal, Porto, Porto<BR/>Portugal, Castelo Branco, Castelo Branco<BR/>Portugal, Évora, Vendas Novas<BR/>Portugal, Évora, Vila Viçosa<BR/>Portugal, Faro, Vila Real Sto Antonio<BR/>Portugal, Beja, Moura";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www2.compraspt.com/cpt-inovinter/faces/app/pap/listaDocs.jsp?papId=1211;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AD nº 4/2023 - Aquisição de serviços de edição, tradução e revisão de artigos científicos (área das Ciências do Desporto) da língua portuguesa para língua inglesa";Ajuste Direto Regime Geral;Aquisição de serviços;79530000-8;Principal;Serviços de tradução;19999.0 € ;Universidade da Beira Interior (502083514);"Sílabas Didáticas, Unipessoal Lda (515999750)";"19.999,00 €";13-04-2023;13-04-2023;549 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjE4OTQ1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 33-23 Fornecimento de Refeições Confecionadas ;Ajuste Direto Regime Geral;Aquisição de serviços;55322000-3;Principal;Serviços de confecção de refeições;234737.32 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"ITAU – INSTITUTO TÉCNICO DE ALIMENTAÇÃO HUMANA, S.A. (500142858)";"234.737,32 €";13-04-2023;27-03-2023;61 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;30-04-2023;"234.737,32 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2292861;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"CP N.º 1/2023 - Aquisição de serviços de conceção e produção de conteúdos digitais, e colocação e manutenção  desses conteúdos na plataforma Moodle para fomentar o sucesso escolar na UBI";Concurso público;Aquisição de serviços;72000000-5;Principal;"Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";95000.0 € ;Universidade da Beira Interior (502083514);Edudigital Portugal Educação e Tecnologias LDA (510130968);"95.000,00 €";13-04-2023;06-04-2023;244 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-11-2023;"95.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjExMDMy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a avaliação externa do plano municipal para a igualdade - Covilhã - Tecer o Futuro em Igualdade;Consulta Prévia;Aquisição de serviços;79421200-3;Principal;"Serviços de concepção de projectos, excepto projectos de construção";2435.0 € ;Município da Covilhã (505330768);"CODINFOR - Consultoria e Formação, Lda. (508232481)";"2.435,00 €";12-04-2023;12-04-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a avaliação externa do projeto Tecer a Diversidade;Consulta Prévia;Aquisição de serviços;79421200-3;Principal;"Serviços de concepção de projectos, excepto projectos de construção";3000.0 € ;Município da Covilhã (505330768);"CODINFOR - Consultoria e Formação, Lda. (508232481)";"3.000,00 €";12-04-2023;11-04-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Intranet do CHUCB;Concurso público;Aquisição de serviços;72421000-7;Principal;Serviços de desenvolvimento de aplicações para clientes de Internet ou intranet;4920.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"ADJ 3 Sistemas - Proj. e Gestão Sist.Informát.,Lda (504026127)";"4.920,00 €";06-04-2023;27-03-2023;91 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"4.920,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2237351;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 35-23 Contrato para serviços de manutenção do sistema de Gestão Técnica Centralizada;Ajuste Direto Regime Geral;Aquisição de serviços;50700000-2;Principal;Serviços de reparação e manutenção de equipamento em edifícios;6975.35 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";Arclasse Serviço Total de Climatização S.A. (502027037);"6.975,35 €";06-04-2023;27-03-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"6.975,35 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2281159;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de consultoria formativa para a “Avaliação de Desempenho” e para a “Avaliação de Impactos Sociais”;Ajuste Direto Regime Geral;Aquisição de serviços;80570000-0;Principal;Serviços de formação para aperfeiçoamento pessoal;4608.0 € ;"CooLabora, C. R. L. (508439965)";"COATL - CONSULTORIA PARA O DESENVOLVIMENTO, UNIPESSOAL, LDA (513712992)";"4.608,00 €";06-04-2023;01-04-2023;122 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Consultoria Contabilística e Fiscal;Ajuste Direto Regime Geral;Aquisição de serviços;79211000-6;Principal;Serviços de contabilidade;19800.0 € ;"ICOVI - Infraestruturas e Concessões da Covilhã, E. E. M. (508282322)";"José Damasceno, Unipessoal Lda. (503645508)";"19.800,00 €";05-04-2023;31-03-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Revisor Oficial de Contas/Fiscal Único;Ajuste Direto Regime Geral;Aquisição de serviços;79212300-6;Principal;Serviços de revisão legal de contas;15480.0 € ;"ICOVI - Infraestruturas e Concessões da Covilhã, E. E. M. (508282322)";Cruz Martins & Associada Lda (513271937);"15.480,00 €";04-04-2023;31-03-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Encarregado de Protecção de Dados;Ajuste Direto Regime Geral;Aquisição de serviços;79620000-6;Principal;"Serviços de fornecimento de pessoal, inclusive temporário";19800.0 € ;"ICOVI - Infraestruturas e Concessões da Covilhã, E. E. M. (508282322)";José Paulo Pina Simão;"19.800,00 €";04-04-2023;31-03-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 51/2022 - Aquisição de serviços de consultadoria para candidatura a projetos Erasmus+;Ajuste Direto Regime Geral;Aquisição de serviços;72221000-0;Principal;Serviços de consultoria em matéria de análise de gestão;14400.0 € ;Universidade da Beira Interior (502083514);Peter van der Hijden Consultancy (BE 0725456169);"14.400,00 €";31-03-2023;13-03-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;26-04-2023;"14.400,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Consulta prévia para a Aquisição de serviços de higiene e limpeza em várias instalações no domínio da saúde;Consulta Prévia;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;61703.04 € ;Município da Covilhã (505330768);"Fine Facility Services, Lda (509418627)";"61.703,04 €";31-03-2023;30-03-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2295856;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Manutenção e Assistência Técnica de Veículos para o primeiro semestre de 2023. ;Ajuste Direto Regime Geral;Aquisição de serviços;50000000-5;Principal;Serviços de reparação e manutenção;3750.0 € ;Polícia de Segurança Pública (600006662);"Myparts Centro Auto, Lda (507435060)";"3.750,00 €";30-03-2023;27-02-2023;184 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 21.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de publicações e publicações e publicidade em jornais ;Consulta Prévia;Aquisição de serviços;79340000-9;Principal;Serviços de publicidade e marketing;25000.0 € ;Município da Covilhã (505330768);"Gold Digger, Lda (513904301)";"25.000,00 €";29-03-2023;27-03-2023;318 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"""Prestação de serviços de manutenção do software Flowise""";Ajuste Direto Regime Geral;Aquisição de serviços;72267000-4;Principal;Serviços de manutenção e reparação de software;44940.0 € ;ADC - Águas da Covilhã (507611977);"AQUASIS, Sistemas de Informação, S.A. (502539909)";"44.940,00 €";29-03-2023;27-03-2023;426 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2259754;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
ALUGUER DE AUTOCARROS PARA VISITAS DA UNIVERSIDADE SÉNIOR E GINÁSTICA SÉNIOR DE PROENÇA-A-NOVA NO ÂMBITO DO PROJETO ENRAIZAR – CLDS 4G DE PROENÇA-A-NOVA ;Consulta Prévia;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;1200.0 € ;Pinhal Maior - Associação de Desenvolvimento do Pinhal Interior Sul (503426075);"Táxis Pombo de Mação, Lda (500279667)";"1.200,00 €";28-03-2023;28-03-2023;71 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;30-08-2023;"1.200,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Serviços do software de CAD Modelação Lectra System;Ajuste Direto Regime Geral;Aquisição de serviços;72000000-5;Principal;"Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";14945.06 € ;"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";Lectra (501671242);"14.945,06 €";28-03-2023;28-03-2023;275 dias;"Portugal, Braga, Barcelos<BR/>Portugal, Lisboa, Lisboa<BR/>Portugal, Porto, Santo Tirso<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Porto, Porto";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
"Concurso público, com carater de internacional, para a  aquisição de serviços de gestão de combustíveis - recuperação do núcleo de Cortes do Meio - perímetro florestal da Serra da Estrela";Concurso público;Aquisição de serviços;77231000-8;Principal;Serviços de gestão florestal;189877.34 € ;Comunidade Local do Baldio da Freguesia de Cortes do Meio (901113913);"Florestas Verdejantes, Lda (509762891)";"189.877,34 €";24-03-2023;03-03-2023;300 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2129398;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concurso público para a aquisição de serviços de estabilização de emergência pós incêndio;Concurso público;Aquisição de serviços;77231000-8;Principal;Serviços de gestão florestal;100006.45 € ;Município da Covilhã (505330768);"Florestas Verdejantes, Lda (509762891)";"100.006,45 €";23-03-2023;22-03-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2178239;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE SERVIÇOS DE VIGILÂNCIA E SEGURANÇA HUMANA EM VÁRIAS INSTALAÇÕES NO DOMÍNIO DA SAÚDE - PROC.N. 48-2023;Consulta Prévia;Aquisição de serviços;79714000-2;Principal;Serviços de vigilância;55650.0 € ;Município da Covilhã (505330768);Noite e Dia Vigilancia Lda (502512709);"55.650,00 €";23-03-2023;23-03-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2295558;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Serviços de filmagem e produção de vídeos de curta duração de apresentação e documentação do projecto ao longo do seu curso, mostrando a respectiva metodologia de intervenção.";Ajuste Direto Regime Geral;Aquisição de serviços;92112000-9;Principal;Serviços relacionados com a produção de filmes e videocassetes;2032.52 € ;"CooLabora, C. R. L. (508439965)";Fernando Miguel Gomes Cabral;"2.032,52 €";21-03-2023;08-03-2023;282 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Subscrição Online de Licenças de Software;Ajuste Direto Regime Geral;Aquisição de serviços;72000000-5;Principal;"Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";3100.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"Mercúrio TIC, Tecnologias de Informação e Comunicação, Lda (507534778)";"3.100,00 €";17-03-2023;17-03-2023;289 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 36-23 Prestação de Serviços de Telepatologia/Patologia Digital;Ajuste Direto Regime Geral;Aquisição de serviços;85111800-8;Principal;Serviços de patologia;17000.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"ZMWay, Lda. (508085349)";"17.000,00 €";16-03-2023;03-03-2023;61 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;30-04-2023;"17.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2276751;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 38-23 Serviços de Vigilância e Segurança ;Ajuste Direto Regime Geral;Aquisição de serviços;79714000-2;Principal;Serviços de vigilância;104889.45 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"2045 - Empresa de Segurança, S.A.  (502332905)";"104.889,45 €";16-03-2023;06-03-2023;92 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-03-2023;"104.889,45 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2288159;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviço de Cedência de instalações para ação de Cozinheiro 33 B3 Tipo A EFA Tortosendo;Consulta Prévia;Aquisição de serviços;80520000-5;Principal;Instalações para formação;11925.0 € ;IEFP (501442600);AEBB - Associação Empresarial da Beira Baixa (502280360);"11.925,00 €";16-03-2023;14-03-2023;345 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjEyMjkx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de fornecimento de atualização de cartografia numérica e ortofotocartografia à escala 1:2000 para o Plano de Pormenor UOPG5 da Grande Covilhã;Consulta Prévia;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";7300.0 € ;Município da Covilhã (505330768);"AERO-TOPOGRÁFICA, LDA  (500316864)";"7.300,00 €";14-03-2023;13-03-2023;92 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-06-2023;"7.300,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2162946;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Formação de Suporte Avançado de Vida INEM;Ajuste Direto Regime Geral;Aquisição de serviços;80561000-4;Principal;Serviços de formação em matéria de saúde;14880.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"Blue Ocean Medical, Lda. (512106088)";"14.880,00 €";13-03-2023;09-03-2023;153 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;12-04-2023;"14.880,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2266053;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
SERVIÇOS DE ASSISTÊNCIA TÉCNICA DOS SOFTWARES DA B-SIMPLE INSTALADOS NAS ENTIDADES DO MINISTÉRIO DA SAÚDE PARA O ANO DE 2023;Ajuste Direto Regime Geral;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;15000.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"B-Simple Healthcare Solutions, Lda (506188841)";"15.000,00 €";13-03-2023;26-01-2023;366 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"15.000,00 €";;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2206350;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
SERVIÇOS DE MANUTENÇÃO DOS SISTEMAS APLICACIONAIS DA GLINTT INSTALADOS NAS ENTIDADES DO MINISTÉRIO DA SAÚDE PARA O ANO 2023;Ajuste Direto Regime Geral;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;79009.88 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Glintt Healthcare Solutions, SA (502479418)";"79.009,88 €";13-03-2023;20-01-2023;366 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"79.009,88 €";;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2202346;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Subscrição Online de Licenças de Software;Ajuste Direto Regime Geral;Aquisição de serviços;72000000-5;Principal;"Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";1140.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"JPM&Abreu, Lda (503265560)";"1.140,00 €";13-03-2023;13-03-2023;365 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
